subj_age_group,stop_resolution,weapon,off_gender,off_race,subj_perceived_race,subj_perceived_gender,call_type,frisk_flag,beat,date,off_age
36 - 45,1,None,0,White,White,0,0,1,Q,2019,52
36 - 45,1,None,0,White,American Indian or Alaska Native,0,0,1,U,2019,31
36 - 45,1,None,0,White,White,0,1,1,O,2019,48
36 - 45,1,None,0,White,Black or African American,0,0,0,R,2019,29
36 - 45,1,None,0,Two or More Races,White,0,1,0,B,2019,35
36 - 45,0,None,0,White,White,0,1,0,K,2019,28
36 - 45,1,None,0,White,Black or African American,0,1,0,E,2019,32
36 - 45,1,None,1,White,Black or African American,0,0,1,E,2019,31
36 - 45,1,None,0,White,White,0,0,0,O,2019,37
36 - 45,0,None,0,White,White,0,0,0,Q,2019,38
36 - 45,1,None,0,White,White,1,0,0,J,2019,27
36 - 45,1,None,0,White,American Indian or Alaska Native,0,0,0,B,2019,29
36 - 45,0,None,0,Two or More Races,Black or African American,0,0,1,G,2019,22
36 - 45,0,None,0,Asian,White,0,1,0,D,2019,54
36 - 45,1,None,0,White,White,0,1,1,U,2019,28
36 - 45,1,None,0,White,Black or African American,0,0,1,K,2019,23
36 - 45,0,None,0,Two or More Races,White,0,1,0,B,2019,35
36 - 45,1,None,0,White,Hispanic,0,1,0,J,2019,40
36 - 45,1,None,0,White,American Indian or Alaska Native,0,0,1,K,2019,31
36 - 45,0,None,0,White,White,0,0,0,K,2019,50
36 - 45,0,None,0,White,White,0,0,0,E,2019,24
36 - 45,1,None,0,White,White,0,0,0,B,2019,24
36 - 45,1,None,0,White,White,1,1,0,G,2019,27
36 - 45,1,None,0,White,White,0,1,0,E,2019,32
36 - 45,1,None,0,White,White,0,0,0,F,2019,38
36 - 45,0,None,0,White,Black or African American,0,1,1,S,2019,46
36 - 45,0,None,1,Two or More Races,Black or African American,0,0,0,K,2020,34
36 - 45,1,None,0,White,Asian,0,0,1,S,2020,34
36 - 45,0,None,0,Hispanic or Latino,Black or African American,1,1,0,B,2020,33
36 - 45,0,None,0,White,White,1,1,0,B,2019,27
36 - 45,0,Blade,0,White,Black or African American,0,None,1,C,2019,50
36 - 45,0,None,0,Two or More Races,White,1,0,0,B,2019,35
36 - 45,1,Blade,0,White,White,0,0,1,D,2019,30
36 - 45,0,None,0,White,Hispanic,0,1,0,O,2019,29
36 - 45,0,None,0,Two or More Races,Black or African American,0,0,0,Q,2019,26
36 - 45,1,None,0,White,White,0,0,1,L,2019,28
36 - 45,0,None,0,White,Black or African American,0,1,0,K,2019,27
36 - 45,0,None,1,Hispanic or Latino,White,0,0,0,L,2020,25
36 - 45,1,None,0,Hispanic or Latino,Black or African American,1,0,0,R,2019,29
36 - 45,0,None,0,White,Black or African American,1,0,0,K,2019,31
36 - 45,0,None,0,White,Black or African American,0,0,1,K,2019,34
36 - 45,0,None,0,White,White,0,1,0,E,2019,27
36 - 45,0,Blunt Object,0,White,White,0,0,1,L,2020,41
36 - 45,0,Blunt Object,0,Black or African American,White,0,0,1,F,2019,46
36 - 45,0,None,0,White,White,0,1,0,K,2019,30
36 - 45,1,Blade,0,White,Black or African American,0,0,1,U,2020,28
36 - 45,0,None,0,White,White,0,0,0,C,2019,28
36 - 45,1,None,0,White,White,0,1,0,M,2020,28
36 - 45,0,None,0,White,American Indian or Alaska Native,1,1,0,R,2020,29
36 - 45,0,None,0,White,White,0,0,1,L,2019,55
36 - 45,1,None,0,White,White,0,0,0,W,2019,28
36 - 45,1,None,0,White,Black or African American,0,0,1,R,2019,36
36 - 45,0,None,0,White,White,0,1,0,K,2019,23
36 - 45,0,None,0,White,White,0,1,0,K,2019,25
36 - 45,0,None,0,White,Black or African American,0,1,0,G,2020,30
36 - 45,0,None,0,White,Black or African American,0,0,0,U,2019,52
36 - 45,0,None,0,White,White,1,0,0,Q,2019,38
36 - 45,0,Blade,0,White,White,0,1,1,D,2019,32
36 - 45,1,None,0,Nat Hawaiian/Oth Pac Islander,White,0,0,0,M,2019,33
36 - 45,0,None,0,White,White,0,0,0,B,2019,24
36 - 45,0,None,0,White,White,0,0,0,K,2019,30
36 - 45,1,None,0,White,Black or African American,0,1,0,K,2019,27
36 - 45,1,None,0,White,Black or African American,1,0,0,B,2019,26
36 - 45,0,None,0,White,White,0,0,1,J,2020,35
36 - 45,1,None,0,White,White,0,0,0,L,2020,29
36 - 45,0,None,1,White,White,0,0,1,L,2020,30
36 - 45,0,None,1,White,White,0,0,1,L,2020,31
36 - 45,1,None,0,Hispanic or Latino,White,0,0,0,E,2020,33
36 - 45,0,None,0,White,White,0,1,0,U,2019,40
36 - 45,0,None,0,White,Black or African American,1,None,0,D,2020,38
36 - 45,0,None,1,White,White,1,0,0,G,2020,28
36 - 45,1,Blade,0,White,Black or African American,0,0,1,G,2019,29
36 - 45,1,None,1,White,Black or African American,0,1,0,K,2020,24
36 - 45,0,Blade,0,Hispanic or Latino,White,0,1,1,Q,2020,33
36 - 45,0,None,0,White,White,0,0,0,L,2019,35
36 - 45,0,None,0,White,White,0,0,0,G,2019,30
36 - 45,1,Blade,0,White,Black or African American,0,1,1,Q,2019,28
36 - 45,0,None,0,White,Black or African American,0,1,0,G,2020,36
36 - 45,0,None,0,White,Black or African American,0,1,0,R,2020,29
36 - 45,1,None,0,White,White,0,0,0,M,2019,40
36 - 45,1,None,0,White,White,0,0,1,Q,2019,24
36 - 45,0,None,0,White,Black or African American,0,1,0,D,2019,40
36 - 45,1,None,0,White,White,1,1,0,F,2019,33
36 - 45,0,None,1,Two or More Races,White,0,0,0,E,2020,27
36 - 45,0,None,0,Asian,White,0,0,0,C,2020,31
36 - 45,0,None,0,White,Black or African American,0,0,1,E,2019,29
36 - 45,0,None,0,White,Black or African American,0,1,1,O,2019,36
36 - 45,0,None,1,Two or More Races,White,0,0,0,Q,2019,33
36 - 45,0,None,0,Hispanic or Latino,White,0,1,0,O,2019,41
36 - 45,0,None,0,White,Black or African American,0,0,0,K,2020,33
36 - 45,0,None,0,White,White,0,0,0,E,2019,28
36 - 45,1,None,0,White,White,0,1,1,R,2019,26
36 - 45,0,None,0,White,Black or African American,0,0,0,S,2020,34
36 - 45,0,None,0,White,Black or African American,1,0,1,K,2019,33
36 - 45,1,None,0,White,White,0,0,1,Q,2019,25
36 - 45,0,None,0,White,White,0,1,0,M,2020,24
36 - 45,0,None,0,White,White,1,1,0,K,2019,32
36 - 45,0,None,0,Two or More Races,White,0,0,0,B,2019,35
36 - 45,0,None,1,Hispanic or Latino,White,0,1,1,O,2019,23
36 - 45,1,None,0,Nat Hawaiian/Oth Pac Islander,Black or African American,0,0,0,Q,2019,33
36 - 45,1,None,0,Two or More Races,Black or African American,0,0,0,M,2019,30
36 - 45,0,None,0,White,White,1,1,0,L,2019,26
36 - 45,0,Blade,1,White,White,1,0,1,G,2020,28
36 - 45,0,None,0,Hispanic or Latino,Asian,0,1,0,K,2019,28
36 - 45,0,None,0,Two or More Races,Black or African American,0,0,0,Q,2019,26
36 - 45,0,None,0,White,White,0,0,0,E,2019,23
36 - 45,0,None,0,White,White,0,0,0,L,2020,25
36 - 45,1,None,0,Black or African American,Black or African American,0,0,1,G,2019,30
36 - 45,0,None,0,White,White,1,1,0,L,2019,29
36 - 45,0,None,0,White,White,0,0,0,G,2019,26
36 - 45,1,None,0,Two or More Races,Black or African American,0,0,0,U,2019,32
36 - 45,0,None,0,White,White,1,1,0,J,2019,30
36 - 45,0,None,0,Hispanic or Latino,Black or African American,0,1,0,E,2019,27
36 - 45,0,None,0,White,White,1,0,0,N,2019,48
36 - 45,1,None,0,White,White,0,0,0,W,2019,35
36 - 45,1,None,0,White,Black or African American,0,0,1,K,2019,28
36 - 45,0,None,1,White,White,0,1,0,D,2019,35
36 - 45,0,None,0,Two or More Races,White,0,0,0,J,2019,35
36 - 45,1,None,1,Hispanic or Latino,White,1,0,0,O,2019,28
36 - 45,0,None,0,White,White,0,1,0,K,2020,33
36 - 45,0,None,0,White,Black or African American,1,None,0,J,2020,41
36 - 45,0,None,0,Hispanic or Latino,Asian,0,1,0,K,2020,28
36 - 45,0,None,0,White,White,1,0,0,C,2019,32
36 - 45,0,None,0,White,Black or African American,0,1,0,D,2019,38
36 - 45,0,None,0,White,White,1,1,0,K,2019,34
36 - 45,1,None,0,White,White,0,1,0,L,2019,22
36 - 45,1,None,0,White,White,0,0,0,L,2019,28
36 - 45,0,None,0,White,White,0,0,0,L,2020,53
36 - 45,0,None,0,White,White,0,0,1,B,2020,23
36 - 45,0,Blade,0,White,White,0,0,1,E,2020,34
36 - 45,1,None,0,Hispanic or Latino,Black or African American,0,1,0,F,2019,29
36 - 45,0,None,0,White,White,1,0,0,W,2020,28
36 - 45,1,None,1,White,Black or African American,0,0,1,C,2019,27
36 - 45,0,None,0,White,White,1,0,0,G,2020,34
36 - 45,0,None,0,Black or African American,Black or African American,0,1,1,G,2019,31
36 - 45,0,None,0,White,White,0,0,0,K,2020,33
36 - 45,0,None,0,White,White,0,1,0,K,2020,33
36 - 45,0,None,0,White,Asian,0,0,0,R,2019,33
36 - 45,0,None,0,White,Asian,0,0,0,E,2019,30
36 - 45,0,None,0,White,White,1,0,0,J,2019,37
36 - 45,0,None,1,White,White,1,0,0,D,2020,25
36 - 45,0,None,0,White,Black or African American,0,0,1,U,2019,37
36 - 45,1,None,0,White,White,0,1,0,D,2019,40
36 - 45,1,Blade,1,Hispanic or Latino,White,0,0,1,R,2019,24
36 - 45,0,None,0,Hispanic or Latino,White,0,0,1,M,2020,30
36 - 45,0,None,0,White,Asian,0,1,0,K,2019,23
36 - 45,1,None,0,White,White,1,0,0,Q,2020,25
36 - 45,1,None,0,White,Asian,0,0,0,K,2019,50
36 - 45,0,None,0,White,Asian,0,1,1,N,2019,36
36 - 45,1,None,0,White,White,0,1,0,K,2019,27
36 - 45,1,None,0,White,Black or African American,0,1,0,M,2019,35
36 - 45,0,None,0,American Indian/Alaska Native,White,0,0,1,E,2019,40
36 - 45,0,None,1,White,White,1,0,0,O,2019,39
36 - 45,1,None,1,Two or More Races,Black or African American,1,0,0,O,2020,54
36 - 45,0,None,0,White,Black or African American,0,1,0,M,2019,25
36 - 45,1,None,0,Asian,White,0,1,1,O,2019,23
36 - 45,0,None,0,White,White,1,1,0,Q,2020,41
36 - 45,0,None,0,White,Asian,0,1,0,R,2019,31
46 - 55,0,None,0,White,Black or African American,0,None,0,L,2017,49
36 - 45,0,None,0,White,White,0,1,0,M,2020,24
36 - 45,1,None,1,White,American Indian or Alaska Native,1,1,0,D,2019,30
36 - 45,0,None,1,White,White,0,0,0,E,2020,36
36 - 45,0,None,0,White,White,0,1,0,M,2019,28
36 - 45,0,None,0,White,White,0,1,0,K,2020,33
36 - 45,0,None,0,White,Black or African American,0,1,0,M,2020,32
36 - 45,1,None,0,White,White,0,0,1,E,2020,33
36 - 45,1,Blade,0,White,Black or African American,0,0,1,R,2019,32
36 - 45,0,None,0,White,White,0,1,0,D,2020,27
36 - 45,0,None,1,White,American Indian or Alaska Native,1,1,0,M,2020,27
36 - 45,0,None,0,White,White,0,1,0,N,2019,40
36 - 45,0,None,0,White,Black or African American,0,1,1,Q,2019,25
36 - 45,0,None,0,Two or More Races,White,0,0,1,E,2020,28
36 - 45,0,None,0,White,Asian,0,1,0,G,2020,28
36 - 45,1,None,0,White,White,1,0,0,F,2020,27
36 - 45,0,None,0,White,White,1,1,0,M,2020,28
36 - 45,0,None,0,White,White,0,0,0,E,2019,43
36 - 45,0,None,0,White,White,0,1,0,D,2019,23
36 - 45,0,Blade,0,White,White,0,1,1,E,2019,22
36 - 45,0,None,0,White,Black or African American,0,0,0,M,2020,28
36 - 45,0,None,0,White,White,0,0,0,E,2019,33
36 - 45,1,None,0,Black or African American,White,0,0,0,R,2019,31
36 - 45,1,Blade,0,Two or More Races,White,0,0,1,E,2020,23
36 - 45,1,None,0,Black or African American,Asian,0,0,0,S,2020,29
36 - 45,0,None,0,White,White,0,0,0,E,2020,38
36 - 45,0,None,0,Black or African American,White,0,0,0,E,2019,32
36 - 45,0,None,0,White,White,0,1,0,E,2020,28
36 - 45,1,None,1,White,Black or African American,0,0,0,K,2019,38
36 - 45,1,Blade,1,White,American Indian or Alaska Native,1,1,1,M,2019,37
36 - 45,1,None,0,Two or More Races,American Indian or Alaska Native,1,0,0,D,2019,26
36 - 45,0,None,0,White,American Indian or Alaska Native,1,1,0,M,2019,28
36 - 45,1,None,0,White,White,0,0,0,K,2020,31
36 - 45,0,None,0,Two or More Races,White,0,0,0,D,2019,26
36 - 45,1,None,1,Two or More Races,Black or African American,0,0,0,M,2019,33
36 - 45,1,None,0,White,American Indian or Alaska Native,0,0,0,Q,2020,26
36 - 45,0,None,0,White,White,0,1,0,Q,2019,25
36 - 45,1,None,0,White,Black or African American,0,0,0,E,2019,24
36 - 45,0,None,1,White,Black or African American,0,0,0,E,2019,30
36 - 45,0,None,0,White,Asian,0,1,0,K,2019,28
36 - 45,0,None,0,White,White,0,1,0,L,2019,40
36 - 45,0,None,0,White,White,0,0,1,E,2020,34
36 - 45,0,None,0,White,White,0,0,0,N,2020,52
36 - 45,0,None,0,White,American Indian or Alaska Native,1,0,0,M,2020,24
36 - 45,0,None,1,White,Black or African American,0,1,0,M,2020,27
36 - 45,1,None,0,White,Black or African American,0,0,0,E,2019,24
36 - 45,0,None,0,Asian,Asian,0,0,0,F,2020,26
36 - 45,0,None,0,Hispanic or Latino,Black or African American,1,0,0,W,2019,29
36 - 45,0,None,0,White,Black or African American,0,0,0,K,2020,28
36 - 45,0,None,0,Black or African American,Black or African American,0,1,0,S,2019,31
36 - 45,0,None,0,White,Black or African American,0,1,0,M,2020,23
36 - 45,1,None,0,White,Black or African American,0,0,0,R,2019,31
36 - 45,0,None,0,Hispanic or Latino,Black or African American,0,1,0,E,2019,27
36 - 45,0,None,0,White,Asian,0,1,0,K,2020,31
36 - 45,0,None,0,White,Asian,0,1,0,R,2020,34
36 - 45,0,None,0,White,White,0,1,0,O,2019,29
36 - 45,1,None,0,White,White,0,0,1,O,2020,30
36 - 45,1,None,0,Hispanic or Latino,Black or African American,0,0,1,S,2020,30
36 - 45,1,None,0,White,White,0,0,0,J,2019,22
36 - 45,0,Non-Lethal,0,Asian,Black or African American,0,0,1,K,2020,24
36 - 45,1,None,0,White,White,0,0,0,K,2020,28
36 - 45,0,None,0,Asian,White,1,1,0,N,2019,54
36 - 45,0,None,0,White,Black or African American,0,0,0,U,2019,28
36 - 45,1,None,0,White,White,0,0,0,K,2020,31
36 - 45,0,None,1,White,Black or African American,0,1,0,M,2019,29
36 - 45,1,None,0,White,Black or African American,0,1,0,D,2020,23
36 - 45,0,None,0,White,White,0,1,0,M,2019,33
36 - 45,0,None,0,White,Asian,1,1,0,K,2019,30
36 - 45,1,None,0,White,White,0,0,1,D,2020,24
36 - 45,0,None,0,White,White,0,0,0,D,2020,24
36 - 45,1,None,0,White,White,0,1,0,D,2020,32
36 - 45,0,None,0,White,White,0,0,0,J,2019,24
36 - 45,0,None,0,White,Asian,0,0,0,N,2020,28
36 - 45,0,None,1,Two or More Races,Black or African American,0,1,0,K,2020,34
36 - 45,0,None,0,White,Black or African American,0,0,0,K,2020,41
36 - 45,0,None,0,White,White,1,0,0,K,2019,35
36 - 45,0,None,0,Hispanic or Latino,Black or African American,0,0,0,O,2020,42
36 - 45,1,None,0,Hispanic or Latino,Black or African American,0,0,0,D,2020,30
36 - 45,0,None,0,White,White,0,0,0,D,2019,23
36 - 45,0,None,0,White,Black or African American,0,1,0,M,2020,24
36 - 45,0,None,0,White,Black or African American,0,0,0,D,2020,24
36 - 45,0,None,0,White,Black or African American,0,0,0,M,2020,36
36 - 45,0,Blunt Object,0,White,Black or African American,0,0,1,N,2020,39
36 - 45,0,None,0,White,Black or African American,0,0,0,K,2020,33
36 - 45,0,None,0,Black or African American,Black or African American,0,0,0,S,2019,28
36 - 45,0,Firearm,0,White,White,0,1,1,G,2020,36
36 - 45,0,None,0,White,Black or African American,0,0,1,M,2019,31
36 - 45,0,Non-Lethal,0,White,Black or African American,0,0,1,O,2020,39
36 - 45,0,None,0,White,Black or African American,0,0,0,O,2020,41
36 - 45,0,None,1,Two or More Races,White,1,0,0,N,2019,33
36 - 45,0,None,0,White,Black or African American,0,0,1,E,2020,34
36 - 45,0,None,0,White,White,0,1,0,J,2020,23
36 - 45,1,None,0,White,Black or African American,0,0,0,E,2019,24
36 - 45,0,None,0,White,Black or African American,0,0,0,Q,2020,51
36 - 45,0,None,0,White,White,0,0,0,Q,2019,30
36 - 45,0,None,0,White,Black or African American,0,0,0,M,2019,32
36 - 45,0,None,0,White,Black or African American,0,1,0,M,2020,23
36 - 45,0,None,0,White,Black or African American,0,1,0,N,2020,41
36 - 45,0,None,0,White,Black or African American,0,0,0,D,2019,25
36 - 45,1,Blunt Object,0,White,Black or African American,0,0,1,K,2019,25
36 - 45,0,None,0,White,White,0,0,1,G,2019,36
46 - 55,0,None,0,White,Black or African American,0,None,0,J,2018,56
36 - 45,1,None,1,Two or More Races,White,0,0,0,C,2019,26
36 - 45,0,None,0,White,White,0,1,0,E,2020,25
36 - 45,0,None,0,White,White,0,0,0,Q,2020,44
36 - 45,0,None,0,Two or More Races,White,0,0,0,Q,2020,27
36 - 45,0,None,0,White,Black or African American,1,1,0,Q,2020,24
36 - 45,1,None,0,White,White,0,0,0,D,2019,22
36 - 45,1,None,0,White,Black or African American,0,0,0,F,2019,34
36 - 45,0,None,1,White,Black or African American,0,0,0,D,2019,30
36 - 45,0,None,1,White,Black or African American,0,0,0,M,2019,30
36 - 45,0,None,0,White,Black or African American,0,0,1,M,2019,24
36 - 45,0,None,0,White,Black or African American,0,1,0,D,2020,24
36 - 45,1,None,0,Two or More Races,Black or African American,0,0,0,D,2019,36
36 - 45,0,None,0,White,Black or African American,0,0,0,D,2019,30
36 - 45,0,None,0,White,Black or African American,0,0,1,N,2020,31
36 - 45,0,None,0,White,White,0,0,0,D,2020,33
36 - 45,1,None,0,White,Black or African American,1,0,0,M,2019,30
36 - 45,0,None,0,White,White,0,0,0,O,2019,35
36 - 45,0,None,0,Asian,White,0,0,0,N,2020,55
36 - 45,0,None,0,White,Black or African American,0,0,0,F,2019,42
36 - 45,0,None,1,White,White,1,1,0,D,2019,29
36 - 45,0,None,0,White,White,0,1,0,J,2019,40
36 - 45,0,Blade,0,White,White,0,0,1,D,2020,32
36 - 45,0,None,0,Hispanic or Latino,White,0,0,0,Q,2019,32
36 - 45,0,None,0,White,White,0,1,1,N,2020,37
36 - 45,0,Blade,0,White,White,0,1,1,G,2020,36
36 - 45,1,None,0,White,Black or African American,0,0,0,C,2019,33
36 - 45,0,None,0,White,White,0,0,0,W,2020,36
36 - 45,1,None,0,White,White,0,0,1,G,2019,32
36 - 45,1,None,0,White,White,0,0,1,E,2020,53
36 - 45,0,None,0,White,White,0,0,0,Q,2020,26
36 - 45,0,None,0,White,White,0,0,0,B,2020,34
36 - 45,1,None,1,Asian,Black or African American,0,0,0,K,2020,30
36 - 45,1,Blade,0,White,White,0,0,1,M,2019,34
36 - 45,0,None,0,White,White,0,0,1,M,2020,23
36 - 45,0,None,1,Two or More Races,White,0,1,0,E,2019,26
36 - 45,0,None,1,Hispanic or Latino,White,1,0,0,O,2020,24
36 - 45,1,None,0,White,White,0,None,0,L,2019,52
36 - 45,0,None,1,White,White,0,0,1,M,2019,35
36 - 45,0,None,0,Asian,Black or African American,0,0,0,C,2020,26
36 - 45,1,None,0,White,Black or African American,0,0,0,N,2020,53
36 - 45,1,None,0,White,American Indian or Alaska Native,0,0,0,E,2020,30
36 - 45,1,None,0,White,White,0,0,0,M,2019,34
36 - 45,0,None,0,White,White,0,0,0,Q,2020,26
36 - 45,0,None,0,White,White,0,0,0,J,2020,58
36 - 45,1,None,0,White,White,1,0,0,D,2019,30
36 - 45,1,None,0,White,Black or African American,0,0,1,K,2020,24
36 - 45,1,None,0,Hispanic or Latino,White,0,0,1,D,2020,33
36 - 45,1,None,0,White,White,0,0,0,E,2020,47
36 - 45,0,None,0,White,White,1,0,0,K,2020,45
36 - 45,0,None,0,White,White,0,0,0,F,2020,34
36 - 45,0,None,0,Asian,White,1,0,0,D,2020,34
36 - 45,0,None,1,White,Black or African American,1,0,0,C,2019,48
36 - 45,1,None,0,Two or More Races,White,0,0,0,D,2019,26
36 - 45,0,None,0,White,Black or African American,0,1,0,M,2020,24
36 - 45,1,None,0,White,Black or African American,0,1,0,E,2019,32
36 - 45,0,None,0,White,Black or African American,0,0,0,G,2019,24
36 - 45,0,None,0,White,White,0,0,1,F,2020,38
36 - 45,0,None,0,Black or African American,White,0,0,0,M,2019,28
36 - 45,1,None,0,White,White,0,1,0,D,2019,33
36 - 45,0,Firearm,0,Hispanic or Latino,White,0,0,1,C,2019,28
36 - 45,0,None,0,White,White,0,1,0,M,2020,24
36 - 45,1,None,1,White,Asian,0,0,0,N,2019,31
36 - 45,1,None,0,White,Black or African American,0,0,0,R,2020,30
36 - 45,1,None,1,Two or More Races,Black or African American,0,1,0,K,2019,33
36 - 45,0,Blade,0,White,White,0,None,1,W,2019,36
36 - 45,1,None,0,Asian,White,0,0,1,O,2019,39
36 - 45,0,None,0,White,White,0,0,0,Q,2020,42
36 - 45,0,None,0,White,Black or African American,1,0,0,D,2019,42
36 - 45,1,None,0,Black or African American,White,0,0,1,L,2019,49
36 - 45,1,None,1,White,White,0,0,0,N,2019,25
36 - 45,0,None,0,White,White,0,0,0,D,2020,23
36 - 45,0,None,1,White,White,0,0,0,G,2020,36
36 - 45,0,None,0,White,White,0,1,0,K,2020,33
36 - 45,0,None,0,White,Black or African American,0,None,1,B,2019,24
36 - 45,0,None,0,White,White,0,1,0,M,2020,23
36 - 45,0,None,0,Hispanic or Latino,White,0,0,0,M,2020,33
36 - 45,0,None,0,Asian,White,0,1,0,K,2020,24
36 - 45,1,None,0,White,American Indian or Alaska Native,0,1,1,J,2020,28
36 - 45,0,Blade,0,Black or African American,Black or African American,0,0,1,S,2019,28
36 - 45,1,None,0,White,Black or African American,0,None,0,R,2020,33
36 - 45,0,None,1,White,Black or African American,0,0,0,E,2020,25
36 - 45,0,None,0,White,Black or African American,0,0,0,E,2020,44
36 - 45,0,None,0,Hispanic or Latino,Black or African American,0,0,0,M,2019,32
36 - 45,1,None,0,White,Black or African American,0,0,0,M,2019,30
36 - 45,1,None,0,White,Asian,0,0,1,K,2020,26
36 - 45,0,None,0,White,White,0,0,0,W,2019,37
36 - 45,0,None,0,White,White,0,0,0,M,2019,35
36 - 45,0,None,0,White,White,0,0,0,M,2019,40
36 - 45,0,None,1,White,White,0,0,0,D,2020,30
36 - 45,0,None,1,Two or More Races,Black or African American,0,0,0,B,2019,41
36 - 45,0,None,1,Two or More Races,Black or African American,0,0,0,B,2019,41
36 - 45,0,None,1,Two or More Races,Black or African American,0,0,1,G,2020,26
36 - 45,0,None,0,White,Black or African American,0,1,0,M,2019,27
36 - 45,1,None,0,White,White,0,0,1,W,2020,36
36 - 45,0,None,0,White,Black or African American,0,0,0,E,2019,27
36 - 45,1,None,0,White,American Indian or Alaska Native,1,0,1,L,2020,23
36 - 45,1,None,0,White,Asian,0,0,0,S,2020,30
36 - 45,0,Firearm,0,White,Black or African American,0,1,1,K,2019,30
36 - 45,1,None,0,Nat Hawaiian/Oth Pac Islander,White,0,0,0,M,2019,33
36 - 45,1,None,0,White,White,0,0,0,M,2019,32
36 - 45,1,None,0,Nat Hawaiian/Oth Pac Islander,White,0,0,0,F,2019,38
36 - 45,0,None,0,Asian,White,0,0,1,L,2019,30
36 - 45,0,Blade,0,White,White,0,0,1,99,2019,51
36 - 45,0,None,0,Two or More Races,White,0,0,1,Q,2020,27
36 - 45,1,None,0,White,Black or African American,0,1,0,M,2020,31
36 - 45,0,None,0,White,Black or African American,0,0,0,R,2019,48
36 - 45,0,None,0,Nat Hawaiian/Oth Pac Islander,Black or African American,0,0,0,K,2020,34
36 - 45,0,None,0,White,Black or African American,1,0,1,E,2020,30
36 - 45,0,None,1,White,Black or African American,0,1,0,M,2019,30
36 - 45,1,None,0,White,White,0,0,0,D,2019,30
36 - 45,0,None,1,White,White,1,1,0,M,2019,26
36 - 45,1,None,1,Two or More Races,Black or African American,0,0,0,E,2019,26
36 - 45,1,None,0,White,Black or African American,1,None,0,S,2020,34
36 - 45,1,Blade,0,White,White,0,0,1,K,2019,45
36 - 45,0,None,1,Two or More Races,White,1,1,0,M,2019,26
36 - 45,0,None,0,White,Black or African American,0,1,0,D,2020,23
36 - 45,1,None,1,White,Black or African American,0,0,0,C,2020,24
36 - 45,1,None,0,Black or African American,American Indian or Alaska Native,0,0,1,R,2019,27
36 - 45,0,None,0,White,American Indian or Alaska Native,0,1,0,S,2020,30
36 - 45,0,None,1,Two or More Races,Black or African American,0,0,0,K,2020,37
36 - 45,0,None,0,White,White,0,1,0,K,2019,28
36 - 45,0,None,0,White,Black or African American,0,1,0,M,2019,27
36 - 45,1,None,0,Two or More Races,White,0,0,0,D,2019,26
36 - 45,0,None,0,White,Black or African American,0,0,1,G,2019,26
36 - 45,0,None,0,White,Black or African American,0,0,0,C,2019,52
36 - 45,0,None,0,White,Asian,0,0,0,S,2019,33
36 - 45,0,None,0,White,Black or African American,0,0,1,F,2019,35
36 - 45,1,None,0,White,Black or African American,0,0,0,E,2019,37
36 - 45,0,None,0,White,White,0,1,0,E,2020,28
36 - 45,0,None,0,Hispanic or Latino,Asian,0,1,0,S,2020,28
36 - 45,1,None,1,White,Black or African American,0,0,0,L,2019,25
36 - 45,0,None,0,White,Black or African American,0,0,1,G,2019,28
36 - 45,0,None,0,Hispanic or Latino,Black or African American,0,0,1,S,2020,35
36 - 45,1,None,0,Asian,Black or African American,0,0,1,D,2020,34
36 - 45,1,None,0,White,Black or African American,0,0,1,O,2019,36
36 - 45,0,None,0,White,White,0,0,0,B,2019,33
36 - 45,1,None,0,White,White,0,0,0,C,2019,24
36 - 45,0,None,0,White,Black or African American,0,0,0,E,2020,27
36 - 45,1,None,0,Two or More Races,Black or African American,0,1,0,E,2019,36
36 - 45,0,None,0,White,White,0,0,0,L,2019,48
36 - 45,1,None,0,Hispanic or Latino,White,0,0,0,Q,2020,26
36 - 45,0,None,0,Hispanic or Latino,Asian,0,1,0,S,2020,28
36 - 45,0,None,0,Two or More Races,White,0,0,0,U,2020,25
36 - 45,0,None,0,White,White,0,0,0,R,2019,29
36 - 45,0,None,1,White,Black or African American,0,1,1,S,2019,28
36 - 45,1,None,0,White,Black or African American,0,0,0,L,2019,30
36 - 45,0,None,0,Hispanic or Latino,Black or African American,0,0,0,D,2019,32
36 - 45,1,None,0,White,American Indian or Alaska Native,1,0,0,E,2019,24
36 - 45,0,None,0,White,White,0,0,0,E,2019,33
36 - 45,0,None,1,Two or More Races,Black or African American,0,1,0,G,2020,27
36 - 45,1,None,0,White,White,0,0,0,D,2019,28
36 - 45,0,None,0,White,White,0,1,0,M,2020,23
36 - 45,0,None,0,White,White,0,1,0,M,2020,36
36 - 45,1,None,0,Hispanic or Latino,American Indian or Alaska Native,1,0,0,M,2020,33
36 - 45,0,None,0,Black or African American,White,0,0,0,K,2019,51
36 - 45,0,None,1,White,White,0,0,0,Q,2019,47
36 - 45,0,None,0,White,American Indian or Alaska Native,0,0,1,K,2020,34
36 - 45,0,None,1,White,White,0,1,0,M,2019,29
36 - 45,1,None,0,White,White,0,0,0,D,2020,61
36 - 45,1,None,0,White,White,1,1,1,B,2019,35
36 - 45,0,None,1,Two or More Races,Black or African American,0,0,0,K,2020,34
36 - 45,1,None,0,White,American Indian or Alaska Native,0,0,0,D,2019,22
36 - 45,0,None,0,White,Black or African American,1,0,1,S,2019,26
36 - 45,0,None,0,White,Black or African American,0,1,1,J,2019,40
